Nom,Entitat,Nom Lliga,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions
Centre Montserrat-Xavier,Centre Montserrat-Xavier,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,20:00 h,
"Centre Montserrat-Xavier ""A""",Centre Montserrat-Xavier,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,20:00 h,
"Centre Eines ""A""",Centre Eines,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell B,,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,
"Futsal Rosario Central ""A""",Futsal Rosario Central,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,"Coincidir amb Lliga Jove Mixt ""A"" gràcies"
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell C,3,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,
"APA Poble Sec CE ""C""",APA Poble Sec CE,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:15 h,
"Club Esportiu DMS ""A""",Club Esportiu DMS,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell A,Fora,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,20:15 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell D,1,FUTBOL 5,SÈNIOR,FEMENÍ,Dissabte,13:00 h,
"AEE Institut Jaume Balmes ""A""",AEE Institut Jaume Balmes,FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,FEMENÍ,Dissabte,13:00 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,1,FUTBOL 5,SÈNIOR,MIXT,Dissabte,10:00 h,
"AEE Institut Jaume Balmes ""A""",AEE Institut Jaume Balmes,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,13:00 h,
"AEE Institut Jaume Balmes ""B""",AEE Institut Jaume Balmes,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,12:00 h,
"AEE Institut Jaume Balmes ""C""",AEE Institut Jaume Balmes,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,11:00 h,"Com vam fer l'any passat, ens agradaria que aquest equip jugués a la categoria LLIGA JOVE FEMENINA. És el mateix equip que l'any passat i creiem que encara no tenen el suficient nivell per jugar a la lliga jove masculina. Esperem que es pugui fer aquest canvi, òbviament sense entrar en competició, moltes gràcies!!"
Associacio Esportiva de Gracia,Associacio Esportiva de Gracia,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,6,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:15 h,
"Escolàpies Legends ""A""",Escolàpies Legends,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,Indiferent,FUTBOL 5,SÈNIOR,MIXT,Divendres,19:30 h,
Casal de Joves Zona Nord,Associació Juvenil Casal de Jove Zona Nord,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,Indiferent,FUTBOL 5,SÈNIOR,MIXT,Dissabte,10:30 h,
"Institut Ernest Lluch (AE L'Eixample) ""A""",Institut Ernest Lluch (AE L'Eixample),FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 5,SÈNIOR,MIXT,Divendres,19:15 h,
"Futsal Rosario Central ""A""",Futsal Rosario Central,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,"Coincidir en divendres tarda amb el FEMENI ""A"" lliga jove femeni."
"Futsal Rosario Central ""B""",Futsal Rosario Central,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,4,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,Coincidir amb equips BENJAMI/ALEVI
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,SÈNIOR,MIXT,Divendres,21:00 h,
"Escola Pere Verges ""A""",Escola Pere Verges,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:30 h,
"Club Esportiu Fabra i Coats ""C""",Club Esportiu Fabra i Coats,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,MENUDETS,MIXT,Divendres,18:30 h,
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,MENUDETS,MIXT,Dissabte,09:30 h,
"Col·legi Maristes Sants-Les Corts ""B""",Col·legi Maristes Sants-Les Corts,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
FS Manyanet Les Corts,Futbol Sala Manyanet Les Corts,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUDETS,MIXT,Divendres,18:15 h,
"Acció Sant Martí ""A""",Acció Sant Martí,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUDETS,MIXT,Divendres,18:30 h,
"The Benjamin Franklin International School ""B""",The Benjamin Franklin International School,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,7,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
"Escola Pere Verges ""A""",Escola Pere Verges,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 5,MENUDETS,MIXT,Dissabte,09:00 h,
"Escola Sagrada Familia Sant Andreu ""B""",Escola Sagrada Familia Sant Andreu,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,4,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
"Escola Sagrada Familia Sant Andreu ""A""",Escola Sagrada Familia Sant Andreu,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,8,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
Escola Grevol,Escola Grevol,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,MENUDETS,MIXT,Dissabte,11:00 h,
"Club Esportiu Fabra i Coats ""B""",Club Esportiu Fabra i Coats,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,MENUDETS,MIXT,Divendres,18:30 h,
Col·legi Maristes Sants-Les Corts,Col·legi Maristes Sants-Les Corts,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,,FUTBOL 5,MENUDETS,MIXT,Divendres,18:00 h,
"Club Esportiu Laietà (Futbol 5) ""A""",Club Esportiu Laietà (Futbol 5),FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUDETS,MIXT,Dissabte,09:30 h,
Institució Montserrat,Institució Montserrat,FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,MENUDETS,MIXT,Divendres,18:15 h,
"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,6,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
Associació Esportiva Babar,Associació Esportiva Babar,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,,FUTBOL 5,MENUTS,MIXT,Dissabte,10:00 h,
"Club Joventut Les Corts ""A""",Club Joventut Les Corts,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,MENUTS,MIXT,Dissabte,09:00 h,
EVEREST Prosperitat J,Escola de Futbol Sala Prosperitat,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell B,,FUTBOL 5,MENUTS,MIXT,Dissabte,10:00 h,"ATENDRE LLISTAT DE PETICIÓ PELS CALENDARIS. 6 EQUIPS UN DISSABTE (MENUTS I, MENUTS J, PREBENJAMIN J, PREBENJAMI D, ALEVI FEMENI, CADET FEMENI) 5 EQUIPS EL SEGÜENT DISSABTE (PREALEVI A, PEALEVI F, BENJAMI P, ALEVI E, INFANTIL B)"
EVEREST Prosperitat I,Escola de Futbol Sala Prosperitat,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell B,,FUTBOL 5,MENUTS,MIXT,Dissabte,09:00 h,"ATENDRE LLISTAT DE PETICIÓ PELS CALENDARIS. 6 EQUIPS UN DISSABTE (MENUTS I, MENUTS J, PREBENJAMIN J, PREBENJAMI D, ALEVI FEMENI, CADET FEMENI) 5 EQUIPS EL SEGÜENT DISSABTE (PREALEVI A, PEALEVI F, BENJAMI P, ALEVI E, INFANTIL B)"
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,MENUTS,MIXT,Dissabte,10:00 h,
"Club Esportiu Laietà (Futbol 5) ""A""",Club Esportiu Laietà (Futbol 5),FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,MENUTS,MIXT,Dissabte,10:30 h,
Institució Montserrat,Institució Montserrat,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:15 h,
CE Vincit-Provençalenc A,CE Vincit-Provençalenc,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,MENUTS,MIXT,Dissabte,10:30 h,
"AMPA Escola El Sagrer ""A""",AMPA Escola El Sagrer,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,Mateix entrenador que el PREALEVÍ
"Club Esportiu Fabra i Coats ""B""",Club Esportiu Fabra i Coats,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,MENUTS,MIXT,Dissabte,10:00 h,
"FEDAC Sant Andreu CEFIC ""A""",FEDAC Sant Andreu CEFIC,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,MENUTS,MIXT,Dissabte,09:30 h,
"Escola Calderon de la Barca AMPA ""A""",Escola Calderon de la Barca AMPA,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,8,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
FS Manyanet Les Corts,Futbol Sala Manyanet Les Corts,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,MENUTS,MIXT,Divendres,18:15 h,
"AE Sant Andreu ""A""",AE Sant Andreu,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,7,FUTBOL 5,MENUTS,MIXT,Dissabte,18:30 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,1,FUTBOL 5,MENUTS,MIXT,Dissabte,11:00 h,
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,3,FUTBOL 5,MENUTS,MIXT,Dijous,18:00 h,
"Escola Thau ""A""",Escola Thau,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
"Escola Thau ""B""",Escola Thau,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
Escola Grevol,Escola Grevol,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,MENUTS,MIXT,Dissabte,09:30 h,
Escola Acacies (Acció Sant Martí),Acció Sant Martí,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:30 h,
"AMPA Escola Mestre Enric Gibert i Camins ""A""",AMPA Escola Mestre Enric Gibert i Camins,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell E,1,FUTBOL 5,PREALEVÍ,FEMENÍ,Dissabte,12:00 h,
"Col·legi Padre Damian Sagrados Corazones ""A""",Col·legi Padre Damian Sagrados Corazones,FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
"Escola Grevol ""A""",Escola Grevol,FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREALEVÍ,FEMENÍ,Dissabte,10:30 h,
"CE Vincit-Provençalenc ""A""",CE Vincit-Provençalenc,FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREALEVÍ,FEMENÍ,Divendres,18:15 h,
"AE Sant Andreu ""A""",AE Sant Andreu,FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell B,2,FUTBOL 5,PREALEVÍ,FEMENÍ,Dissabte,10:00 h,
"Club Esportiu Fabra i Coats ""B""",Club Esportiu Fabra i Coats,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
"Escola Brasil (FPC CET 10) ""A""",Escola Brasil (FPC CET 10),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Dominiques Barcelona ""A""",Dominiques Barcelona,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
Col·legi Abat Oliba Loreto,Col·legi Abat Oliba Loreto,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
Col·legi Abat Oliba - Spínola,Col·legi Abat Oliba - Spínola,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"AE Sant Andreu ""A""",AE Sant Andreu,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,
"Escola Pere Verges ""A""",Escola Pere Verges,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,
"Artós Sports Club (FPC CET 10) ""A""",Artós Sports Club (FPC CET 10),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:45 h,LLIGA DIVENDRES
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Escola Calderon de la Barca AMPA ""A""",Escola Calderon de la Barca AMPA,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,8,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Escola Diputació - TEAM ""A""",Escola Diputació - TEAM,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,
Galí Bellesguard (AE L'Eixample),Galí Bellesguard (AE L'Eixample),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
Escola Ntra Sra de Lurdes,Escola Ntra Sra de Lurdes,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,10:00 h,
Manyanet Sant Andreu,Manyanet Sant Andreu,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,13:00 h,
"Jesuïtes Gràcia - Col·legi Kostka ""Verd""",Jesuïtes Gràcia - Col·legi Kostka,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,12:00 h,
"Escola Mallorca (AE L'Eixample) ""A""",Escola Mallorca (AE L'Eixample),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
Scala Dei - Futsal Dante,Scala Dei - Futsal Dante,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Suïssa de Barcelona ""A""",Escola Suïssa de Barcelona,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,2,FUTBOL 5,PREALEVÍ,MIXT,Divendres,20:00 h,
Escola El Carmel (Valors IPP),Escola El Carmel (Valors IPP),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
Col·legi Padre Damian Sagrados Corazones,Col·legi Padre Damian Sagrados Corazones,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"AE Lycée Français ""A""",AE Lycée Français,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,2,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,10:30 h,
"Escola Thau ""A""",Escola Thau,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Escola Thau ""B""",Escola Thau,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Immaculada Concepció d'Horta - Futsal Dante ""Blau""",Immaculada Concepció d'Horta - Futsal Dante,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,
Escola La Sedeta (Valors IPP),Escola La Sedeta (Valors IPP),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,
"AMPA Escola Mestre Enric Gibert i Camins ""A""",AMPA Escola Mestre Enric Gibert i Camins,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
Associacio Esportiva de Gracia A,Associacio Esportiva de Gracia,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,2,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
Associacio Esportiva de Gracia B,Associacio Esportiva de Gracia,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,6,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,
Braval,Braval,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,3,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:30 h,
"Fundació Escola Teresianes Ganduxer ""B""",Fundació Escola Teresianes Ganduxer,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
"Escola Pia Sant Miquel ""S""",Escola Pia Sant Miquel,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:45 h,
"Escola Pia Sant Miquel ""P""",Escola Pia Sant Miquel,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,
"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,2,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,
"Escola Sant Josep Oriol ""A""",Escola Sant Josep Oriol,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Els Llorers (AE L'Eixample) ""A""",Escola Els Llorers (AE L'Eixample),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
Artós Sports Club (FPC CET 10),Artós Sports Club (FPC CET 10),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,1,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,
Col·legi SAFA Horta,Col·legi SAFA Horta,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Bac de Roda (7 d'Aventura) ""A""",Escola Bac de Roda (7 d'Aventura),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",Escola Costa i Llobera (AE Can Caralleu),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
"Escola Costa i Llobera (AE Can Caralleu) ""Negre""",Escola Costa i Llobera (AE Can Caralleu),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
"CE La Salle Gracia ""Negre""",CE La Salle Gracia,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
"CE La Salle Gracia ""Groc""",CE La Salle Gracia,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
Àngels Garriga SPOT,Àngels Roig SPOT,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,
"OAK House British School ""A""",OAK House British School,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,LLIGA DELS DIVENDRES
"Escola Nabí ""A""",Escola Nabí,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"AFA Escola Taber (AE Can Caralleu) ""Vermell""",AFA Escola Taber (AE Can Caralleu),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Carlit (AE L'Eixample) ""A""",Escola Carlit (AE L'Eixample),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,
Col·legi Maristes Sants-Les Corts,Col·legi Maristes Sants-Les Corts,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,
Escola Tabor (CEM Sagrada Familia),Escola Tabor (CEM Sagrada Familia),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,09:00 h,
Escola Josep Mº Jujol (Valors IPP),Escola Josep Mº Jujol (Valors IPP),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,
"ACE Sansur ""A""",ACE Sansur,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:30 h,
EVEREST Prosperitat F,Escola de Futbol Sala Prosperitat,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,10:00 h,"ATENDRE LLISTAT DE PETICIÓ PELS CALENDARIS. 6 EQUIPS UN DISSABTE (MENUTS I, MENUTS J, PREBENJAMIN J, PREBENJAMI D, ALEVI FEMENI, CADET FEMENI) 5 EQUIPS EL SEGÜENT DISSABTE (PREALEVI A, PEALEVI F, BENJAMI P, ALEVI E, INFANTIL B)"
